DayOfWeek, HourOfDay, Branch_,City_,Customer type_,Gender_,Product line_,Unit price,Quantity,Tax 5%,Total,Payment_,cogs,gross margin percentage,gross income,Rating
6, 15, B, Zurich, Normal, Male, Sports and travel, 63.06, 3, 9.459, 198.639, Ewallet, 189.18, 4.761904762, 9.459, 7
6, 13, A, Bern, Normal, Male, Health and beauty, 51.71, 4, 10.342, 217.182, Credit card, 206.84, 4.761904762, 10.342, 9.8
3, 14, A, Bern, Normal, Female, Food and beverages, 52.34, 3, 7.851, 164.871, Cash, 157.02, 4.761904762, 7.851, 9.2
1, 16, A, Bern, Normal, Female, Sports and travel, 43.06, 5, 10.765, 226.065, Ewallet, 215.3, 4.761904762, 10.765, 7.7
4, 11, C, Geneva, Normal, Male, Fashion accessories, 59.61, 10, 29.805, 625.905, Cash, 596.1, 4.761904762, 29.805, 5.3
1, 12, A, Bern, Normal, Male, Health and beauty, 14.62, 5, 3.655, 76.755, Cash, 73.1, 4.761904762, 3.655, 4.4
7, 10, C, Geneva, Member, Male, Health and beauty, 46.53, 6, 13.959, 293.139, Credit card, 279.18, 4.761904762, 13.959, 4.3
7, 17, C, Geneva, Member, Female, Home and lifestyle, 24.24, 7, 8.484, 178.164, Ewallet, 169.68, 4.761904762, 8.484, 9.4
4, 14, A, Bern, Member, Female, Sports and travel, 45.58, 1, 2.279, 47.859, Cash, 45.58, 4.761904762, 2.279, 9.8
2, 11, A, Bern, Member, Female, Sports and travel, 75.2, 3, 11.28, 236.88, Ewallet, 225.6, 4.761904762, 11.28, 4.8
5, 13, B, Zurich, Member, Male, Sports and travel, 96.8, 3, 14.52, 304.92, Cash, 290.4, 4.761904762, 14.52, 5.3
5, 11, B, Zurich, Normal, Male, Health and beauty, 14.82, 3, 2.223, 46.683, Credit card, 44.46, 4.761904762, 2.223, 8.7
5, 13, A, Bern, Normal, Male, Food and beverages, 52.2, 3, 7.83, 164.43, Credit card, 156.6, 4.761904762, 7.83, 9.5
7, 19, C, Geneva, Normal, Female, Sports and travel, 46.66, 9, 20.997, 440.937, Ewallet, 419.94, 4.761904762, 20.997, 5.3
6, 18, C, Geneva, Normal, Female, Fashion accessories, 36.85, 5, 9.2125, 193.4625, Cash, 184.25, 4.761904762, 9.2125, 9.2
7, 14, A, Bern, Member, Female, Home and lifestyle, 70.32, 2, 7.032, 147.672, Ewallet, 140.64, 4.761904762, 7.032, 9.6
3, 17, C, Geneva, Normal, Male, Electronic accessories, 83.08, 1, 4.154, 87.234, Ewallet, 83.08, 4.761904762, 4.154, 6.4
6, 10, C, Geneva, Normal, Female, Fashion accessories, 64.99, 1, 3.2495, 68.2395, Credit card, 64.99, 4.761904762, 3.2495, 4.5
4, 20, C, Geneva, Normal, Male, Food and beverages, 77.56, 10, 38.78, 814.38, Ewallet, 775.6, 4.761904762, 38.78, 6.9
7, 13, B, Zurich, Normal, Female, Sports and travel, 54.51, 6, 16.353, 343.413, Ewallet, 327.06, 4.761904762, 16.353, 7.8
2, 20, C, Geneva, Member, Female, Fashion accessories, 51.89, 7, 18.1615, 381.3915, Cash, 363.23, 4.761904762, 18.1615, 4.5
5, 15, B, Zurich, Normal, Male, Home and lifestyle, 31.75, 4, 6.35, 133.35, Cash, 127, 4.761904762, 6.35, 8.6
7, 12, A, Bern, Member, Female, Fashion accessories, 53.65, 7, 18.7775, 394.3275, Ewallet, 375.55, 4.761904762, 18.7775, 5.2
4, 19, C, Geneva, Member, Female, Food and beverages, 49.79, 4, 9.958, 209.118, Credit card, 199.16, 4.761904762, 9.958, 6.4
3, 12, A, Bern, Normal, Male, Fashion accessories, 30.61, 1, 1.5305, 32.1405, Ewallet, 30.61, 4.761904762, 1.5305, 5.2
4, 10, B, Zurich, Member, Male, Food and beverages, 57.89, 2, 5.789, 121.569, Ewallet, 115.78, 4.761904762, 5.789, 8.9
4, 10, A, Bern, Normal, Female, Electronic accessories, 28.96, 1, 1.448, 30.408, Credit card, 28.96, 4.761904762, 1.448, 6.2
6, 11, C, Geneva, Member, Female, Food and beverages, 98.97, 9, 44.5365, 935.2665, Cash, 890.73, 4.761904762, 44.5365, 6.7
4, 11, B, Zurich, Member, Male, Fashion accessories, 93.22, 3, 13.983, 293.643, Cash, 279.66, 4.761904762, 13.983, 7.2
6, 16, C, Geneva, Member, Male, Sports and travel, 80.93, 1, 4.0465, 84.9765, Credit card, 80.93, 4.761904762, 4.0465, 9
7, 11, A, Bern, Member, Male, Food and beverages, 67.45, 10, 33.725, 708.225, Ewallet, 674.5, 4.761904762, 33.725, 4.2
3, 12, A, Bern, Member, Female, Sports and travel, 38.72, 9, 17.424, 365.904, Ewallet, 348.48, 4.761904762, 17.424, 4.2
7, 19, B, Zurich, Member, Male, Sports and travel, 72.6, 6, 21.78, 457.38, Cash, 435.6, 4.761904762, 21.78, 6.9
4, 18, C, Geneva, Member, Male, Electronic accessories, 87.91, 5, 21.9775, 461.5275, Ewallet, 439.55, 4.761904762, 21.9775, 4.4
3, 11, A, Bern, Member, Male, Food and beverages, 98.53, 6, 29.559, 620.739, Credit card, 591.18, 4.761904762, 29.559, 4
4, 17, C, Geneva, Member, Female, Fashion accessories, 43.46, 6, 13.038, 273.798, Ewallet, 260.76, 4.761904762, 13.038, 8.5
4, 15, A, Bern, Normal, Female, Food and beverages, 71.68, 3, 10.752, 225.792, Credit card, 215.04, 4.761904762, 10.752, 9.2
3, 19, A, Bern, Member, Female, Food and beverages, 91.61, 1, 4.5805, 96.1905, Cash, 91.61, 4.761904762, 4.5805, 9.8
4, 15, B, Zurich, Member, Female, Home and lifestyle, 94.59, 7, 33.1065, 695.2365, Credit card, 662.13, 4.761904762, 33.1065, 4.9
6, 11, B, Zurich, Normal, Female, Fashion accessories, 83.25, 10, 41.625, 874.125, Credit card, 832.5, 4.761904762, 41.625, 4.4
6, 15, B, Zurich, Member, Male, Fashion accessories, 91.35, 1, 4.5675, 95.9175, Cash, 91.35, 4.761904762, 4.5675, 6.8
6, 16, B, Zurich, Member, Female, Food and beverages, 78.88, 2, 7.888, 165.648, Cash, 157.76, 4.761904762, 7.888, 9.1
6, 12, A, Bern, Normal, Male, Sports and travel, 60.87, 2, 6.087, 127.827, Ewallet, 121.74, 4.761904762, 6.087, 8.7
4, 14, B, Zurich, Member, Male, Health and beauty, 82.58, 10, 41.29, 867.09, Cash, 825.8, 4.761904762, 41.29, 5
5, 14, A, Bern, Member, Male, Home and lifestyle, 53.3, 3, 7.995, 167.895, Ewallet, 159.9, 4.761904762, 7.995, 7.5
6, 18, A, Bern, Normal, Female, Fashion accessories, 12.09, 1, 0.6045, 12.6945, Credit card, 12.09, 4.761904762, 0.6045, 8.2
6, 14, A, Bern, Normal, Male, Sports and travel, 64.19, 10, 32.095, 673.995, Credit card, 641.9, 4.761904762, 32.095, 6.7
2, 16, A, Bern, Normal, Male, Electronic accessories, 78.31, 3, 11.7465, 246.6765, Ewallet, 234.93, 4.761904762, 11.7465, 5.4
2, 10, A, Bern, Member, Male, Food and beverages, 83.77, 2, 8.377, 175.917, Credit card, 167.54, 4.761904762, 8.377, 7
1, 11, B, Zurich, Normal, Male, Home and lifestyle, 99.7, 3, 14.955, 314.055, Ewallet, 299.1, 4.761904762, 14.955, 4.7
3, 19, B, Zurich, Member, Male, Food and beverages, 79.91, 3, 11.9865, 251.7165, Credit card, 239.73, 4.761904762, 11.9865, 5
2, 15, B, Zurich, Member, Male, Health and beauty, 66.47, 10, 33.235, 697.935, Credit card, 664.7, 4.761904762, 33.235, 5
7, 20, A, Bern, Normal, Male, Health and beauty, 28.95, 7, 10.1325, 212.7825, Credit card, 202.65, 4.761904762, 10.1325, 6
2, 12, C, Geneva, Normal, Female, Electronic accessories, 46.2, 1, 2.31, 48.51, Cash, 46.2, 4.761904762, 2.31, 6.3
5, 15, B, Zurich, Member, Female, Food and beverages, 17.63, 5, 4.4075, 92.5575, Cash, 88.15, 4.761904762, 4.4075, 8.5
3, 17, B, Zurich, Normal, Male, Fashion accessories, 52.42, 3, 7.863, 165.123, Ewallet, 157.26, 4.761904762, 7.863, 7.5
6, 20, B, Zurich, Member, Female, Food and beverages, 98.79, 3, 14.8185, 311.1885, Ewallet, 296.37, 4.761904762, 14.8185, 6.4
2, 15, C, Geneva, Member, Female, Electronic accessories, 88.55, 8, 35.42, 743.82, Ewallet, 708.4, 4.761904762, 35.42, 4.7
3, 15, B, Zurich, Member, Male, Electronic accessories, 55.67, 2, 5.567, 116.907, Ewallet, 111.34, 4.761904762, 5.567, 6
6, 19, C, Geneva, Member, Female, Food and beverages, 72.52, 8, 29.008, 609.168, Credit card, 580.16, 4.761904762, 29.008, 4
6, 15, C, Geneva, Member, Male, Electronic accessories, 12.05, 5, 3.0125, 63.2625, Ewallet, 60.25, 4.761904762, 3.0125, 5.5
5, 18, A, Bern, Member, Male, Home and lifestyle, 19.36, 9, 8.712, 182.952, Ewallet, 174.24, 4.761904762, 8.712, 8.7
6, 14, C, Geneva, Normal, Male, Health and beauty, 70.21, 6, 21.063, 442.323, Cash, 421.26, 4.761904762, 21.063, 7.4
3, 19, B, Zurich, Member, Male, Fashion accessories, 33.63, 1, 1.6815, 35.3115, Cash, 33.63, 4.761904762, 1.6815, 5.6
3, 15, C, Geneva, Member, Female, Sports and travel, 15.49, 2, 1.549, 32.529, Cash, 30.98, 4.761904762, 1.549, 6.3
7, 16, C, Geneva, Normal, Male, Electronic accessories, 24.74, 10, 12.37, 259.77, Cash, 247.4, 4.761904762, 12.37, 7.1
2, 18, B, Zurich, Normal, Male, Electronic accessories, 75.66, 5, 18.915, 397.215, Ewallet, 378.3, 4.761904762, 18.915, 7.8
2, 11, B, Zurich, Normal, Female, Health and beauty, 55.81, 6, 16.743, 351.603, Cash, 334.86, 4.761904762, 16.743, 9.9
7, 17, A, Bern, Member, Male, Home and lifestyle, 72.78, 10, 36.39, 764.19, Cash, 727.8, 4.761904762, 36.39, 7.3
3, 15, B, Zurich, Member, Male, Sports and travel, 37.32, 9, 16.794, 352.674, Ewallet, 335.88, 4.761904762, 16.794, 5.1
6, 18, B, Zurich, Member, Male, Fashion accessories, 60.18, 4, 12.036, 252.756, Credit card, 240.72, 4.761904762, 12.036, 9.4
4, 14, A, Bern, Normal, Female, Electronic accessories, 15.69, 3, 2.3535, 49.4235, Credit card, 47.07, 4.761904762, 2.3535, 5.8
3, 10, C, Geneva, Normal, Female, Electronic accessories, 99.69, 1, 4.9845, 104.6745, Credit card, 99.69, 4.761904762, 4.9845, 8
5, 10, A, Bern, Member, Female, Fashion accessories, 88.15, 3, 13.2225, 277.6725, Ewallet, 264.45, 4.761904762, 13.2225, 7.9
2, 15, A, Bern, Member, Female, Sports and travel, 27.93, 5, 6.9825, 146.6325, Cash, 139.65, 4.761904762, 6.9825, 5.9
2, 17, A, Bern, Member, Male, Fashion accessories, 55.45, 1, 2.7725, 58.2225, Credit card, 55.45, 4.761904762, 2.7725, 4.9
7, 11, B, Zurich, Normal, Female, Sports and travel, 42.97, 3, 6.4455, 135.3555, Cash, 128.91, 4.761904762, 6.4455, 9.3
3, 12, C, Geneva, Member, Male, Sports and travel, 17.14, 7, 5.999, 125.979, Credit card, 119.98, 4.761904762, 5.999, 7.9
7, 18, B, Zurich, Member, Female, Fashion accessories, 58.75, 6, 17.625, 370.125, Credit card, 352.5, 4.761904762, 17.625, 5.9
2, 14, C, Geneva, Member, Female, Food and beverages, 87.1, 10, 43.55, 914.55, Credit card, 871, 4.761904762, 43.55, 9.9
4, 11, C, Geneva, Normal, Female, Sports and travel, 98.8, 2, 9.88, 207.48, Cash, 197.6, 4.761904762, 9.88, 7.7
1, 15, A, Bern, Normal, Female, Fashion accessories, 48.63, 4, 9.726, 204.246, Ewallet, 194.52, 4.761904762, 9.726, 7.6
3, 13, B, Zurich, Member, Male, Food and beverages, 57.74, 3, 8.661, 181.881, Ewallet, 173.22, 4.761904762, 8.661, 7.7
6, 20, B, Zurich, Normal, Female, Health and beauty, 17.97, 4, 3.594, 75.474, Ewallet, 71.88, 4.761904762, 3.594, 6.4
6, 14, C, Geneva, Member, Female, Health and beauty, 47.71, 6, 14.313, 300.573, Ewallet, 286.26, 4.761904762, 14.313, 4.4
4, 10, B, Zurich, Normal, Female, Sports and travel, 40.62, 2, 4.062, 85.302, Credit card, 81.24, 4.761904762, 4.062, 4.1
1, 19, A, Bern, Member, Male, Fashion accessories, 56.04, 10, 28.02, 588.42, Ewallet, 560.4, 4.761904762, 28.02, 4.4
6, 16, B, Zurich, Member, Male, Food and beverages, 93.4, 2, 9.34, 196.14, Cash, 186.8, 4.761904762, 9.34, 5.5
6, 13, B, Zurich, Normal, Female, Health and beauty, 73.41, 3, 11.0115, 231.2415, Ewallet, 220.23, 4.761904762, 11.0115, 4
5, 17, C, Geneva, Normal, Male, Health and beauty, 33.64, 8, 13.456, 282.576, Credit card, 269.12, 4.761904762, 13.456, 9.3
5, 10, A, Bern, Normal, Female, Electronic accessories, 45.48, 10, 22.74, 477.54, Credit card, 454.8, 4.761904762, 22.74, 4.8
7, 19, B, Zurich, Member, Male, Fashion accessories, 83.77, 2, 8.377, 175.917, Cash, 167.54, 4.761904762, 8.377, 4.6
2, 19, B, Zurich, Member, Female, Sports and travel, 64.08, 7, 22.428, 470.988, Credit card, 448.56, 4.761904762, 22.428, 7.3
6, 18, A, Bern, Member, Female, Food and beverages, 73.47, 4, 14.694, 308.574, Cash, 293.88, 4.761904762, 14.694, 6
4, 14, C, Geneva, Normal, Male, Health and beauty, 58.95, 10, 29.475, 618.975, Ewallet, 589.5, 4.761904762, 29.475, 8.1
5, 13, A, Bern, Member, Male, Food and beverages, 48.5, 6, 14.55, 305.55, Ewallet, 291, 4.761904762, 14.55, 9.4
2, 19, B, Zurich, Member, Female, Electronic accessories, 39.48, 1, 1.974, 41.454, Cash, 39.48, 4.761904762, 1.974, 6.5
1, 10, B, Zurich, Normal, Female, Sports and travel, 34.81, 1, 1.7405, 36.5505, Credit card, 34.81, 4.761904762, 1.7405, 7
3, 13, C, Geneva, Normal, Female, Fashion accessories, 49.32, 6, 14.796, 310.716, Ewallet, 295.92, 4.761904762, 14.796, 7.1
3, 12, A, Bern, Member, Male, Fashion accessories, 21.48, 2, 2.148, 45.108, Ewallet, 42.96, 4.761904762, 2.148, 6.6
4, 19, B, Zurich, Member, Female, Sports and travel, 23.08, 6, 6.924, 145.404, Ewallet, 138.48, 4.761904762, 6.924, 4.9
2, 12, B, Zurich, Member, Female, Home and lifestyle, 49.1, 2, 4.91, 103.11, Credit card, 98.2, 4.761904762, 4.91, 6.4
2, 11, B, Zurich, Member, Female, Sports and travel, 64.83, 2, 6.483, 136.143, Credit card, 129.66, 4.761904762, 6.483, 8
3, 17, A, Bern, Member, Male, Home and lifestyle, 63.56, 10, 31.78, 667.38, Cash, 635.6, 4.761904762, 31.78, 4.3
3, 12, C, Geneva, Member, Male, Sports and travel, 72.88, 2, 7.288, 153.048, Cash, 145.76, 4.761904762, 7.288, 6.1
5, 10, A, Bern, Normal, Female, Food and beverages, 67.1, 3, 10.065, 211.365, Cash, 201.3, 4.761904762, 10.065, 7.5
5, 13, C, Geneva, Member, Female, Sports and travel, 70.19, 9, 31.5855, 663.2955, Cash, 631.71, 4.761904762, 31.5855, 6.7
2, 19, C, Geneva, Member, Male, Food and beverages, 55.04, 7, 19.264, 404.544, Ewallet, 385.28, 4.761904762, 19.264, 5.2
1, 12, A, Bern, Member, Male, Health and beauty, 48.63, 10, 24.315, 510.615, Cash, 486.3, 4.761904762, 24.315, 8.8
7, 13, C, Geneva, Member, Female, Fashion accessories, 73.38, 7, 25.683, 539.343, Cash, 513.66, 4.761904762, 25.683, 9.5
3, 14, C, Geneva, Normal, Female, Food and beverages, 52.6, 9, 23.67, 497.07, Cash, 473.4, 4.761904762, 23.67, 7.6
2, 19, A, Bern, Member, Female, Home and lifestyle, 87.37, 5, 21.8425, 458.6925, Cash, 436.85, 4.761904762, 21.8425, 6.6
2, 20, A, Bern, Member, Female, Sports and travel, 27.04, 4, 5.408, 113.568, Ewallet, 108.16, 4.761904762, 5.408, 6.9
7, 19, B, Zurich, Normal, Male, Home and lifestyle, 62.19, 4, 12.438, 261.198, Ewallet, 248.76, 4.761904762, 12.438, 4.3
2, 19, A, Bern, Member, Male, Electronic accessories, 69.58, 9, 31.311, 657.531, Credit card, 626.22, 4.761904762, 31.311, 7.8
6, 16, C, Geneva, Normal, Male, Home and lifestyle, 97.5, 10, 48.75, 1023.75, Ewallet, 975, 4.761904762, 48.75, 8
4, 12, C, Geneva, Normal, Female, Fashion accessories, 60.41, 8, 24.164, 507.444, Ewallet, 483.28, 4.761904762, 24.164, 9.6
3, 19, B, Zurich, Normal, Male, Food and beverages, 32.32, 3, 4.848, 101.808, Credit card, 96.96, 4.761904762, 4.848, 4.3
3, 18, B, Zurich, Member, Female, Fashion accessories, 19.77, 10, 9.885, 207.585, Credit card, 197.7, 4.761904762, 9.885, 5
7, 11, B, Zurich, Member, Male, Health and beauty, 80.47, 9, 36.2115, 760.4415, Cash, 724.23, 4.761904762, 36.2115, 9.2
6, 12, B, Zurich, Member, Female, Home and lifestyle, 88.39, 9, 39.7755, 835.2855, Cash, 795.51, 4.761904762, 39.7755, 6.3
5, 14, B, Zurich, Normal, Male, Health and beauty, 71.77, 7, 25.1195, 527.5095, Cash, 502.39, 4.761904762, 25.1195, 8.9
4, 20, B, Zurich, Normal, Female, Electronic accessories, 43, 4, 8.6, 180.6, Ewallet, 172, 4.761904762, 8.6, 7.6
1, 20, C, Geneva, Member, Male, Food and beverages, 68.98, 1, 3.449, 72.429, Cash, 68.98, 4.761904762, 3.449, 4.8
7, 20, C, Geneva, Normal, Male, Fashion accessories, 15.62, 8, 6.248, 131.208, Ewallet, 124.96, 4.761904762, 6.248, 9.1
4, 17, A, Bern, Normal, Male, Sports and travel, 25.7, 3, 3.855, 80.955, Ewallet, 77.1, 4.761904762, 3.855, 6.1
4, 20, A, Bern, Member, Male, Food and beverages, 80.62, 6, 24.186, 507.906, Cash, 483.72, 4.761904762, 24.186, 9.1
2, 15, C, Geneva, Member, Female, Home and lifestyle, 75.53, 4, 15.106, 317.226, Ewallet, 302.12, 4.761904762, 15.106, 8.3
2, 15, C, Geneva, Normal, Female, Electronic accessories, 77.63, 9, 34.9335, 733.6035, Ewallet, 698.67, 4.761904762, 34.9335, 7.2
1, 12, C, Geneva, Normal, Female, Health and beauty, 13.85, 9, 6.2325, 130.8825, Ewallet, 124.65, 4.761904762, 6.2325, 6
4, 10, C, Geneva, Member, Male, Fashion accessories, 98.7, 8, 39.48, 829.08, Ewallet, 789.6, 4.761904762, 39.48, 8.5
3, 18, A, Bern, Normal, Female, Health and beauty, 35.68, 5, 8.92, 187.32, Credit card, 178.4, 4.761904762, 8.92, 6.6
4, 16, A, Bern, Member, Female, Fashion accessories, 71.46, 7, 25.011, 525.231, Ewallet, 500.22, 4.761904762, 25.011, 4.5
6, 12, A, Bern, Member, Male, Electronic accessories, 11.94, 3, 1.791, 37.611, Credit card, 35.82, 4.761904762, 1.791, 8.1
7, 13, A, Bern, Normal, Male, Fashion accessories, 45.38, 3, 6.807, 142.947, Credit card, 136.14, 4.761904762, 6.807, 7.2
5, 15, B, Zurich, Member, Female, Fashion accessories, 17.48, 6, 5.244, 110.124, Credit card, 104.88, 4.761904762, 5.244, 6.1
6, 20, B, Zurich, Normal, Female, Fashion accessories, 25.56, 7, 8.946, 187.866, Cash, 178.92, 4.761904762, 8.946, 7.1
5, 15, C, Geneva, Member, Female, Sports and travel, 90.63, 9, 40.7835, 856.4535, Cash, 815.67, 4.761904762, 40.7835, 5.1
1, 13, B, Zurich, Normal, Male, Home and lifestyle, 44.12, 3, 6.618, 138.978, Credit card, 132.36, 4.761904762, 6.618, 7.9
5, 20, C, Geneva, Member, Female, Food and beverages, 36.77, 7, 12.8695, 270.2595, Cash, 257.39, 4.761904762, 12.8695, 7.4
1, 18, B, Zurich, Member, Male, Food and beverages, 23.34, 4, 4.668, 98.028, Ewallet, 93.36, 4.761904762, 4.668, 7.4
3, 14, C, Geneva, Member, Female, Health and beauty, 28.5, 8, 11.4, 239.4, Cash, 228, 4.761904762, 11.4, 6.6
2, 11, C, Geneva, Member, Male, Home and lifestyle, 55.57, 3, 8.3355, 175.0455, Credit card, 166.71, 4.761904762, 8.3355, 5.9
2, 17, B, Zurich, Normal, Male, Sports and travel, 69.74, 10, 34.87, 732.27, Credit card, 697.4, 4.761904762, 34.87, 8.9
6, 15, C, Geneva, Normal, Male, Fashion accessories, 97.26, 4, 19.452, 408.492, Ewallet, 389.04, 4.761904762, 19.452, 6.8
6, 10, B, Zurich, Member, Female, Home and lifestyle, 52.18, 7, 18.263, 383.523, Cash, 365.26, 4.761904762, 18.263, 9.3
5, 16, A, Bern, Member, Female, Fashion accessories, 22.32, 4, 4.464, 93.744, Credit card, 89.28, 4.761904762, 4.464, 4.4
4, 19, A, Bern, Normal, Male, Health and beauty, 56, 3, 8.4, 176.4, Ewallet, 168, 4.761904762, 8.4, 4.8
5, 11, A, Bern, Member, Male, Fashion accessories, 19.7, 1, 0.985, 20.685, Ewallet, 19.7, 4.761904762, 0.985, 9.5
4, 10, B, Zurich, Normal, Male, Electronic accessories, 75.88, 7, 26.558, 557.718, Ewallet, 531.16, 4.761904762, 26.558, 8.9
5, 20, B, Zurich, Member, Male, Food and beverages, 53.72, 1, 2.686, 56.406, Ewallet, 53.72, 4.761904762, 2.686, 6.4
7, 12, C, Geneva, Member, Male, Health and beauty, 81.95, 10, 40.975, 860.475, Credit card, 819.5, 4.761904762, 40.975, 6
6, 15, C, Geneva, Member, Female, Home and lifestyle, 81.2, 7, 28.42, 596.82, Credit card, 568.4, 4.761904762, 28.42, 8.1
2, 14, C, Geneva, Normal, Male, Electronic accessories, 58.76, 10, 29.38, 616.98, Ewallet, 587.6, 4.761904762, 29.38, 9
6, 18, B, Zurich, Member, Male, Electronic accessories, 91.56, 8, 36.624, 769.104, Ewallet, 732.48, 4.761904762, 36.624, 6
3, 11, A, Bern, Normal, Male, Home and lifestyle, 93.96, 9, 42.282, 887.922, Cash, 845.64, 4.761904762, 42.282, 9.8
6, 12, C, Geneva, Normal, Male, Home and lifestyle, 55.61, 7, 19.4635, 408.7335, Cash, 389.27, 4.761904762, 19.4635, 8.5
1, 15, C, Geneva, Normal, Male, Food and beverages, 84.83, 1, 4.2415, 89.0715, Ewallet, 84.83, 4.761904762, 4.2415, 8.8
2, 14, A, Bern, Member, Female, Sports and travel, 71.63, 2, 7.163, 150.423, Ewallet, 143.26, 4.761904762, 7.163, 8.8
3, 15, A, Bern, Member, Male, Home and lifestyle, 37.69, 2, 3.769, 79.149, Ewallet, 75.38, 4.761904762, 3.769, 9.5
3, 16, C, Geneva, Member, Female, Sports and travel, 31.67, 8, 12.668, 266.028, Credit card, 253.36, 4.761904762, 12.668, 5.6
6, 16, C, Geneva, Member, Female, Food and beverages, 38.42, 1, 1.921, 40.341, Cash, 38.42, 4.761904762, 1.921, 8.6
2, 19, B, Zurich, Member, Male, Fashion accessories, 65.23, 10, 32.615, 684.915, Credit card, 652.3, 4.761904762, 32.615, 5.2
3, 14, C, Geneva, Member, Female, Home and lifestyle, 10.53, 5, 2.6325, 55.2825, Credit card, 52.65, 4.761904762, 2.6325, 5.8
2, 19, B, Zurich, Member, Female, Home and lifestyle, 12.29, 9, 5.5305, 116.1405, Credit card, 110.61, 4.761904762, 5.5305, 8
2, 20, C, Geneva, Member, Male, Health and beauty, 81.23, 7, 28.4305, 597.0405, Cash, 568.61, 4.761904762, 28.4305, 9
4, 11, B, Zurich, Member, Female, Fashion accessories, 22.32, 4, 4.464, 93.744, Ewallet, 89.28, 4.761904762, 4.464, 4.1
7, 10, A, Bern, Normal, Female, Food and beverages, 27.28, 5, 6.82, 143.22, Credit card, 136.4, 4.761904762, 6.82, 8.6
5, 12, A, Bern, Member, Female, Electronic accessories, 17.42, 10, 8.71, 182.91, Ewallet, 174.2, 4.761904762, 8.71, 7
4, 15, B, Zurich, Normal, Male, Home and lifestyle, 73.28, 5, 18.32, 384.72, Ewallet, 366.4, 4.761904762, 18.32, 8.4
5, 18, C, Geneva, Member, Female, Fashion accessories, 84.87, 3, 12.7305, 267.3405, Ewallet, 254.61, 4.761904762, 12.7305, 7.4
6, 13, A, Bern, Normal, Female, Fashion accessories, 97.29, 8, 38.916, 817.236, Credit card, 778.32, 4.761904762, 38.916, 6.2
7, 15, B, Zurich, Member, Female, Electronic accessories, 35.74, 8, 14.296, 300.216, Ewallet, 285.92, 4.761904762, 14.296, 4.9
5, 11, A, Bern, Normal, Female, Home and lifestyle, 96.52, 6, 28.956, 608.076, Cash, 579.12, 4.761904762, 28.956, 4.5
3, 18, A, Bern, Member, Male, Food and beverages, 18.85, 10, 9.425, 197.925, Ewallet, 188.5, 4.761904762, 9.425, 5.6
1, 15, A, Bern, Normal, Female, Food and beverages, 55.39, 4, 11.078, 232.638, Ewallet, 221.56, 4.761904762, 11.078, 8
1, 10, B, Zurich, Member, Female, Food and beverages, 77.2, 10, 38.6, 810.6, Credit card, 772, 4.761904762, 38.6, 5.6
4, 15, B, Zurich, Normal, Male, Electronic accessories, 72.13, 10, 36.065, 757.365, Credit card, 721.3, 4.761904762, 36.065, 4.2
7, 17, A, Bern, Member, Female, Fashion accessories, 63.88, 8, 25.552, 536.592, Ewallet, 511.04, 4.761904762, 25.552, 9.9
2, 11, A, Bern, Member, Female, Health and beauty, 10.69, 5, 2.6725, 56.1225, Ewallet, 53.45, 4.761904762, 2.6725, 7.6
7, 15, A, Bern, Member, Male, Health and beauty, 55.5, 4, 11.1, 233.1, Credit card, 222, 4.761904762, 11.1, 6.6
2, 19, B, Zurich, Normal, Female, Home and lifestyle, 95.46, 8, 38.184, 801.864, Ewallet, 763.68, 4.761904762, 38.184, 4.7
6, 20, C, Geneva, Normal, Female, Fashion accessories, 76.06, 3, 11.409, 239.589, Credit card, 228.18, 4.761904762, 11.409, 9.8
3, 13, B, Zurich, Normal, Male, Sports and travel, 13.69, 6, 4.107, 86.247, Cash, 82.14, 4.761904762, 4.107, 6.3
6, 18, B, Zurich, Normal, Female, Electronic accessories, 95.64, 4, 19.128, 401.688, Cash, 382.56, 4.761904762, 19.128, 7.9
2, 17, A, Bern, Normal, Female, Home and lifestyle, 11.43, 6, 3.429, 72.009, Cash, 68.58, 4.761904762, 3.429, 7.7
2, 11, B, Zurich, Member, Female, Sports and travel, 95.54, 4, 19.108, 401.268, Ewallet, 382.16, 4.761904762, 19.108, 4.5
3, 19, C, Geneva, Member, Female, Health and beauty, 85.87, 7, 30.0545, 631.1445, Credit card, 601.09, 4.761904762, 30.0545, 8
7, 16, C, Geneva, Member, Female, Sports and travel, 67.99, 7, 23.7965, 499.7265, Ewallet, 475.93, 4.761904762, 23.7965, 5.7
3, 10, C, Geneva, Normal, Female, Food and beverages, 52.42, 1, 2.621, 55.041, Credit card, 52.42, 4.761904762, 2.621, 6.3
4, 16, C, Geneva, Member, Male, Food and beverages, 65.65, 2, 6.565, 137.865, Cash, 131.3, 4.761904762, 6.565, 6
2, 18, B, Zurich, Normal, Female, Food and beverages, 28.86, 5, 7.215, 151.515, Credit card, 144.3, 4.761904762, 7.215, 8
2, 18, C, Geneva, Member, Male, Health and beauty, 65.31, 7, 22.8585, 480.0285, Credit card, 457.17, 4.761904762, 22.8585, 4.2
4, 13, B, Zurich, Normal, Male, Sports and travel, 93.38, 1, 4.669, 98.049, Cash, 93.38, 4.761904762, 4.669, 9.6
3, 17, C, Geneva, Member, Male, Sports and travel, 25.25, 5, 6.3125, 132.5625, Cash, 126.25, 4.761904762, 6.3125, 6.1
